wb_a,wb_b,wb_o,wb_ab,wb_jum,prc_a,prc_b,prc_o,prc_ab,prc_jum,tc_a,tc_b,tc_o,tc_ab,tc_jum,ffp_a,ffp_b,ffp_o,ffp_ab,ffp_jum,tot_a,tot_b,tot_o,tot_ab,tot_jum,datetime
52,48,24,29,153,116,84,29,63,292,8,10,22,1,41,13,13,7,9,42,189,155,82,102,528,"2024-01-20 01:10:01"
