wb_a,wb_b,wb_o,wb_ab,wb_jum,prc_a,prc_b,prc_o,prc_ab,prc_jum,tc_a,tc_b,tc_o,tc_ab,tc_jum,ffp_a,ffp_b,ffp_o,ffp_ab,ffp_jum,tot_a,tot_b,tot_o,tot_ab,tot_jum,datetime
25,37,44,35,141,70,94,211,77,452,9,4,9,5,27,1,4,10,6,21,105,139,274,123,641,"2022-11-09 14:10:01"
