wb_a,wb_b,wb_o,wb_ab,wb_jum,prc_a,prc_b,prc_o,prc_ab,prc_jum,tc_a,tc_b,tc_o,tc_ab,tc_jum,ffp_a,ffp_b,ffp_o,ffp_ab,ffp_jum,tot_a,tot_b,tot_o,tot_ab,tot_jum,datetime
15,8,16,8,47,219,55,277,26,577,16,19,31,3,69,11,16,13,6,46,261,98,337,43,739,"2026-01-07 11:00:03"
